,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Company,Model
2411,Kochi,2014,64394,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,5.45,Ford,Ecosport 1.5 DV5 MT Ambiente
2412,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248.0,90.0,5.0,,2.7,Tata,Manza Aura Quadrajet
2413,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498.0,98.6,5.0,,6.25,Honda,Jazz 1.5 SV i DTEC
2414,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,13.28,Mahindra,XUV500 W8 2WD
2415,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,3.7,Nissan,Micra Diesel XV Premium
2416,Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248.0,90.0,5.0,,1.4,Tata,Manza Aura Plus Quadrajet BS IV
2417,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,3.5,Maruti,Swift VDI
2418,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197.0,85.8,5.0,,3.78,Maruti,Swift Dzire 1.2 Lxi BSIV
2419,Pune,2015,83000,Diesel,Manual,First,19.09,1405.0,69.01,5.0,,2.7,Tata,Indigo eCS LS (TDI) BS-III
2420,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,3.2,Honda,Amaze S i-Dtech
2421,Delhi,2016,30000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,,5.0,Maruti,Swift VXI BSIV
2422,Chennai,2012,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,,7.0,Maruti,Ertiga ZDI
2423,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,,2.85,Hyundai,Grand i10 Era
2424,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198.0,67.04,5.0,6.78 Lakh,4.25,Nissan,Micra Active XV
2425,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,,4.9,Hyundai,Grand i10 Asta Option
2426,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,,4.25,Volkswagen,Polo Diesel Comfortline 1.2L
2427,Pune,2015,42023,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,,4.34,Honda,Amaze S AT i-Vtech
2428,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,,6.15,Honda,City V AT
2429,Kochi,2014,58995,Diesel,Manual,First,12.83,2696.0,162.0,7.0,,9.25,Mahindra,Ssangyong Rexton RX5
2430,Delhi,2015,37857,Diesel,Manual,First,26.59,1248.0,74.0,5.0,,4.85,Maruti,Swift Dzire LDI
2431,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,4.8,Maruti,Swift VDI BSIV
2432,Pune,2012,49024,Petrol,Manual,First,18.4,1198.0,86.8,5.0,,2.3,Honda,Brio S Option MT
2433,Mumbai,2016,10770,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,4.75,Hyundai,Grand i10 Sportz
2434,Pune,2017,72000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,8.93 Lakh,5.0,Tata,Zest Quadrajet 1.3 75PS XM
2435,Jaipur,2015,91000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.5,Hyundai,EON Era Plus
2436,Mumbai,2017,14000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,5.95,Hyundai,i20 1.2 Spotz
2437,Delhi,2014,75136,Diesel,Manual,First,22.7,1498.0,89.84,5.0,,6.15,Ford,Ecosport 1.5 DV5 MT Titanium Optional
2438,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197.0,85.8,5.0,,4.05,Maruti,Ritz VXI
2439,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396.0,90.0,5.0,,3.1,Hyundai,i20 1.4 CRDi Magna
2440,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7.97 Lakh,5.49,Maruti,Dzire VXI
2441,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,,5.7,Maruti,Swift VDi BSIII W/ ABS
2442,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,,2.85,Honda,Brio S MT
2443,Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,,2.35,Chevrolet,Beat LS
2444,Coimbatore,2018,32807,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,,14.76,Hyundai,Creta 1.6 SX Plus Petrol Automatic
2445,Pune,2008,119000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,,2.25,Honda,City ZX GXi
2446,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,,3.65,Maruti,Ritz LXi
2447,Delhi,2016,46727,Diesel,Manual,First,22.77,1498.0,98.59,5.0,,7.25,Ford,EcoSport 1.5 TDCi Trend
2448,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,,10.69,BMW,3 Series 320d
2449,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,,5.5,Hyundai,Verna 1.6 SX VTVT
2450,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494.0,102.0,8.0,,5.1,Toyota,Innova 2.5 G4 Diesel 8-seater
2451,Mumbai,2014,25422,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.04 Lakh,3.25,Maruti,Wagon R LXI
2452,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,11.66 Lakh,9.25,Maruti,Ertiga VDI
2453,Hyderabad,2008,66000,Petrol,Manual,First,19.7,796.0,46.3,5.0,,1.7,Maruti,Alto LXi BSIII
2454,Kochi,2010,55324,Petrol,Manual,First,19.0,998.0,66.1,5.0,,2.87,Maruti,A-Star Vxi
2455,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198.0,82.0,5.0,7.35 Lakh,4.5,Mahindra,KUV 100 G80 K6 Plus 5Str
2456,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197.0,80.0,5.0,,2.95,Hyundai,i10 Magna AT
2457,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,,2.6,Honda,Civic 2006-2010 1.8 S AT
2458,Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,3.0,Hyundai,i10 Sportz 1.2
2459,Pune,2011,37000,Petrol,Manual,First,17.6,1496.0,88.73,5.0,,2.8,Toyota,Etios G
2460,Kolkata,2010,54801,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,2.5,Honda,City 1.5 E MT
2461,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,5.75,Maruti,Swift Dzire VDI
2462,Pune,2010,68000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,6.99 Lakh,2.8,Maruti,Swift VXI
2463,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,4.59,Hyundai,Verna 1.6 EX VTVT
2464,Pune,2012,64290,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.65,Maruti,Ritz VDi
2465,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197.0,81.83,5.0,,6.95,Hyundai,i20 Asta Option 1.2
2466,Delhi,2014,48500,CNG,Manual,Second,26.6,998.0,58.16,5.0,,2.85,Maruti,Wagon R LXI CNG
2467,Jaipur,2012,75391,Diesel,Manual,First,13.93,2179.0,138.0,7.0,,3.75,Tata,New Safari DICOR 2.2 EX 4x4 BS IV
2468,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,,2.3,Maruti,Swift Dzire LDi
2469,Kolkata,2016,78000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,,2.3,Tata,Indigo eCS eLS BS IV
2470,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.27 Lakh,5.95,Maruti,Swift LDI
2471,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,,3.49,Maruti,Celerio VXI AT
2472,Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,6.43,Volkswagen,Polo 1.2 MPI Highline
2473,Bangalore,2011,80000,Diesel,Manual,First,13.93,2179.0,138.03,7.0,,4.5,Tata,Safari DICOR 2.2 LX 4x2
2474,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,4.0,Ford,Figo Petrol Titanium
2475,Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,,6.98,Honda,City i DTEC V
2476,Delhi,2006,80000,Diesel,Manual,Second,12.6,1991.0,112.0,7.0,,1.75,Hyundai,Tucson CRDi
2477,Delhi,2013,81755,Diesel,Manual,First,20.0,1968.0,108.5,5.0,,4.75,Skoda,Laura Ambiente 2.0 TDI CR MT
2478,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,7.49,Hyundai,Verna 1.6 SX
2479,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,,10.85,Mahindra,XUV500 W6 2WD
2480,Mumbai,2017,24000,Petrol,Manual,First,25.17,799.0,53.3,5.0,,3.5,Renault,KWID RXT
2481,Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197.0,81.83,5.0,,6.3,Hyundai,i20 Asta 1.2
2482,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497.0,116.3,5.0,,6.75,Honda,City V AT
2483,Kochi,2016,61648,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,14.23,Skoda,Superb Elegance 1.8 TSI AT
2484,Mumbai,2013,53000,CNG,Manual,First,22.8,1373.0,80.9,7.0,,5.8,Maruti,Ertiga VXI CNG
2485,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,,3.75,Maruti,Ritz LDi
2487,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982.0,171.0,7.0,,12.75,Toyota,Fortuner 3.0 Diesel
2488,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298.0,88.2,5.0,,1.95,Maruti,Swift Lxi BSIII
2489,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199.0,84.0,5.0,,4.95,Tata,Tigor 1.2 Revotron XT
2490,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,,8.25,Honda,City i VTEC CVT VX
2491,Kochi,2015,53500,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7.88 Lakh,5.36,Maruti,Swift VDI
2492,Delhi,2014,17585,Petrol,Manual,First,16.02,1373.0,93.7,7.0,,6.35,Maruti,Ertiga VXI
2493,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,2.95,Hyundai,Verna 1.6 VTVT
2494,Kolkata,2009,60170,Petrol,Manual,First,0.0,1086.0,62.0,5.0,,1.15,Hyundai,Santro Xing GL
2495,Kochi,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,4.07,Hyundai,i10 Magna 1.2
2496,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,,2.99,Volkswagen,Polo Diesel Comfortline 1.2L
2497,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,,7.9,Maruti,Vitara Brezza VDi Option
2498,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5.0,,7.49,Renault,Duster 85PS Diesel RxL
2499,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,,1.1,Tata,Indica Vista Aqua 1.3 Quadrajet
2500,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5.0,8.84 Lakh,3.5,Hyundai,Xcent 1.2 CRDi S
2501,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5.0,,3.0,Hyundai,Verna CRDi SX ABS
2502,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5.0,,6.1,Hyundai,Verna 1.6 SX VTVT
2503,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5.0,,2.25,Ford,Figo Petrol ZXI
2504,Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,5.95,Maruti,Swift VDI Optional
2505,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5.0,,4.95,Renault,Pulse RxL
2506,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,,5.49,Volkswagen,Polo 1.2 MPI Highline
2507,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,52.46 Lakh,6.67,BMW,3 Series 320d Luxury Line
2508,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5.0,,6.25,Skoda,Rapid 1.6 MPI Active
2510,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5.0,,6.9,Maruti,Ciaz VDi Plus
2511,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,,5.99,Honda,City i DTEC VX
2512,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,,10.4,Mercedes-Benz,E-Class 2009-2013 E350 Petrol
2513,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7.0,11.67 Lakh,5.85,Mahindra,Xylo H4
2514,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5.0,,2.21,Honda,City 1.5 EXI AT
2515,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,,2.4,Maruti,SX4 ZXI MT BSIV
2516,Pune,2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5.0,,3.0,Toyota,Corolla Altis G
2517,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,,3.75,Volkswagen,Vento Petrol Highline AT
2518,Pune,2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.95,Hyundai,EON Era Plus
2519,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5.0,,5.8,Skoda,Laura Ambition 2.0 TDI CR MT
2520,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5.0,,4.9,Maruti,Swift VDI
2521,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,,12.5,Toyota,Innova 2.5 G (Diesel) 8 Seater
2522,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5.0,,5.0,Tata,Tiago Wizz 1.05 Revotorq
2523,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5.0,12.02 Lakh,4.68,Skoda,Rapid 1.6 MPI Ambition
2524,Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5.0,3.95 Lakh,3.46,Renault,KWID RXL
2525,Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,,4.0,Hyundai,i20 1.4 Asta CRDi with AVN
2526,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5.0,,4.5,Skoda,Laura Ambiente
2527,Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5.0,,5.87,Toyota,Corolla Altis Diesel D4DG
2528,Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8.0,,9.5,Mahindra,Scorpio S8 8 Seater
2529,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8.0,,3.88,Chevrolet,Enjoy TCDi LS 8 Seater
2530,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,48.79 Lakh,13.08,BMW,3 Series 320d
2531,Delhi,2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,,3.5,Nissan,Sunny 2011-2014 Diesel XV
2532,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,,3.5,Honda,Accord 2.4 MT
2533,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5.0,,4.45,Hyundai,Verna CRDi
2534,Jaipur,2015,15000,Petrol,Manual,First,16.8,796.0,34.2,8.0,,2.35,Maruti,Omni E MPI STD BS IV
2535,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,,5.0,Honda,City i VTEC SV
2536,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,,2.0,Ford,Fiesta 1.4 ZXi Leather
2537,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,6.35,Hyundai,i20 1.4 Asta
2538,Pune,2012,92000,CNG,Manual,Second,26.2,998.0,58.2,5.0,,3.0,Maruti,Wagon R LXI CNG
2539,Chennai,2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,,7.9,Ford,EcoSport 1.5 TDCi Trend Plus
2540,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5.0,,3.25,Hyundai,i20 1.2 Magna
2541,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5.0,,8.25,Honda,City i VTEC V
2542,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,2.85,Nissan,Micra Diesel XV
2543,Pune,2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,,3.2,Ford,Figo Diesel EXI
2544,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,,1.75,Nissan,Micra XL
2546,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5.0,,5.75,Honda,Accord 2.4 MT
2547,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,4.7,Skoda,Superb Elegance 1.8 TSI AT
2548,Hyderabad,2017,21260,Petrol,Manual,First,14.0,796.0,35.0,5.0,,2.9,Maruti,Omni 8 Seater BSIV
2549,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5.0,,4.25,Hyundai,i20 Magna Optional 1.4 CRDi
2550,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,,14.5,Hyundai,Creta 1.6 CRDi AT SX Plus
2551,Kochi,2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,5.34,Maruti,Swift VDI BSIV
2552,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,,3.85,Maruti,Swift LDI BSIV
2553,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8.0,,8.5,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV
2554,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,,4.2,Hyundai,Xcent 1.1 CRDi Base
2555,Delhi,2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7.0,,6.75,Maruti,Ertiga Paseo VDI
2556,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5.0,,8.61,Hyundai,i20 1.4 Sportz
2557,Mumbai,2009,47000,Petrol,Manual,First,19.0,998.0,67.1,5.0,,1.46,Maruti,Zen Estilo LXI BS IV
2558,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,,2.8,Maruti,Ritz VDi
2559,Kochi,2018,44202,CNG,Manual,First,32.26,998.0,58.2,4.0,4.66 Lakh,4.0,Maruti,Alto K10 LXI CNG Optional
2560,Mumbai,2014,58000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,,5.47,Honda,City 1.5 S MT
2561,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,,2.45,Maruti,Swift Dzire ZXi
2562,Mumbai,2010,41195,Petrol,Manual,First,15.0,1368.0,90.0,5.0,,1.38,Tata,Manza Aqua Safire
2563,Chennai,2016,89000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,13.5,Mahindra,XUV500 W10 2WD
2564,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,,3.1,Hyundai,i10 Sportz AT
2565,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197.0,83.1,5.0,,5.49,Maruti,Baleno Sigma 1.2
2566,Kochi,2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.29 Lakh,9.51,Maruti,Vitara Brezza ZDi Plus Dual Tone
2567,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196.0,70.02,5.0,,2.39,Ford,Figo Petrol ZXI
2568,Delhi,2014,74663,CNG,Manual,First,33.54,998.0,67.04,5.0,5.35 Lakh,3.25,Maruti,Wagon R CNG LXI
2569,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5.0,,5.65,Volkswagen,Vento Sport 1.2 TSI AT
2570,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7.0,,1.85,Mahindra,Xylo D2 BS III
2571,Kochi,2019,14298,Petrol,Automatic,First,13.33,2995.0,340.0,5.0,1.36 Cr,2.02,Porsche,Cayenne Base
2572,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248.0,73.9,5.0,,5.8,Maruti,Swift Dzire VDi
2573,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199.0,74.0,5.0,,6.9,Volkswagen,Polo 1.2 MPI Highline Plus
2574,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,,5.35,Hyundai,Verna 1.6 VTVT
2575,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,,2.85,Hyundai,i10 Era 1.1
2576,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,,0.45,Maruti,Zen LXI
2577,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197.0,78.9,5.0,,4.64,Hyundai,i10 Sportz
2578,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498.0,98.6,5.0,,5.27,Honda,Amaze S i-Dtech
2579,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179.0,148.0,7.0,,10.0,Tata,Safari Storme VX
2580,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198.0,86.8,5.0,6.23 Lakh,3.95,Honda,Brio 1.2 S MT
2581,Kochi,2010,30754,Petrol,Manual,First,17.0,1197.0,80.0,5.0,,3.38,Hyundai,i20 Asta
2582,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198.0,88.8,5.0,,1.99,Honda,Jazz Select Edition
2583,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,5.84,Hyundai,Grand i10 Sportz
2584,Coimbatore,2013,130790,Diesel,Manual,First,16.0,2179.0,140.0,7.0,,9.24,Mahindra,XUV500 W8 2WD
2585,Delhi,2015,16607,Diesel,Manual,First,22.7,1598.0,118.0,5.0,,7.65,Maruti,S Cross DDiS 320 Alpha
2586,Delhi,2013,67000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,,4.75,Renault,Duster 110PS Diesel RxZ
2587,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197.0,85.8,5.0,,6.69,Maruti,Swift Dzire VXI
2588,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.1,Volkswagen,Polo Petrol Trendline 1.2L
2589,Jaipur,2012,65000,Petrol,Manual,First,19.7,796.0,35.0,8.0,,1.55,Maruti,Omni 8 Seater BSII
2590,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5.0,7.98 Lakh,6.84,Hyundai,Grand i10 1.2 Kappa Magna AT
2591,Hyderabad,2014,16810,Petrol,Manual,First,25.4,624.0,37.5,4.0,,1.6,Tata,Nano Twist XT
2592,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,,4.75,Volkswagen,Polo 1.2 MPI Highline
2593,Chennai,2015,63714,Petrol,Manual,First,22.74,796.0,47.3,5.0,,2.45,Maruti,Alto 800 LXI
2594,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,,10.25,Audi,A4 New 2.0 TDI Multitronic
2595,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5.0,,6.5,Ford,Ecosport 1.5 Ti VCT MT Titanium
2596,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,4.25,Hyundai,Grand i10 Magna
2597,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199.0,82.4,5.0,,5.5,Chevrolet,Sail 1.2 LS
2598,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197.0,83.14,5.0,,4.0,Maruti,Swift Dzire LXI
2599,Kochi,2017,48198,Petrol,Manual,First,17.57,1193.0,88.7,5.0,7.63 Lakh,4.65,Tata,Zest Revotron 1.2T XM
2600,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998.0,163.7,5.0,,7.11,Chevrolet,Cruze LTZ
2601,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248.0,73.9,5.0,,3.9,Maruti,Ritz VDi
2602,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197.0,81.86,5.0,,5.6,Hyundai,Grand i10 1.2 Kappa Sportz Option
2603,Pune,2012,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5.0,7.91 Lakh,2.25,Maruti,Dzire LDI
2604,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582.0,126.32,5.0,,3.9,Hyundai,Verna 1.6 SX
2605,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,,7.25,Skoda,Superb Elegance 1.8 TSI AT
2606,Pune,2006,52000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,,2.0,Maruti,Wagon R LXI
2607,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,,3.5,Volkswagen,Polo Petrol Highline 1.2L
2608,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,,5.0,Honda,Civic 2010-2013 1.8 S MT
2609,Ahmedabad,2015,47001,CNG,Manual,First,20.0,1196.0,63.0,5.0,5.36 Lakh,3.72,Maruti,Eeco CNG 5 Seater AC
2610,Chennai,2014,52000,Petrol,Manual,First,22.5,998.0,67.04,5.0,5.51 Lakh,3.45,Maruti,Wagon R VXI
2611,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248.0,74.0,5.0,,4.5,Maruti,Swift Dzire VDI
2612,Coimbatore,2018,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,,14.36,Hyundai,Creta 1.6 SX Plus Petrol Automatic
2613,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197.0,82.0,5.0,,5.5,Hyundai,Grand i10 Asta
2614,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,,3.0,Nissan,Micra Diesel XV Premium
2615,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197.0,81.86,5.0,8.1 Lakh,6.08,Hyundai,Grand i10 1.2 Kappa Asta
2616,Chennai,2013,150000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,,5.0,Volkswagen,Vento Diesel Highline
2618,Pune,2013,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,,2.1,Hyundai,EON D Lite
2619,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,,7.5,Hyundai,Elantra CRDi SX
2620,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,,8.65,Renault,Duster 110PS Diesel RXZ Option
2621,Delhi,2014,60750,Petrol,Manual,First,14.28,1798.0,138.03,5.0,,10.5,Toyota,Corolla Altis GL MT
